location,name,country,province,kg_n_per_year,capacity,country_code,name_en,kg_p_per_year
"55.078056, 24.271389",Central stadium of Jonava,Lithuania,Vidurio ir vakarų Lietuvos regionas,38.0,1008.0,LT,Central stadium of Jonava,1.9404
"55.078056, 24.271389",Central stadium of Jonava,Lithuania,Vidurio ir vakarų Lietuvos regionas,77.0,2040.0,LT,Central stadium of Jonava,1.9404
"42.97982222, 47.50720556",Dynamo Stadium,,,575.0,15200.0,,Dynamo Stadium,44.4752
"49.615630555, 6.109661111",Stade Josy Barthel,Luxembourg,Luxembourg,304.0,8054.0,LU,Stade Josy Barthel,18.6047
"-5.50784, 12.24036",Estádio Nacional do Chiazi,,,756.0,20000.0,,Estádio Nacional do Chiazi,58.52
"-1.228056, 36.890556",Moi International Sports Centre,,,2268.0,60000.0,,Moi International Sports Centre,231
"40.171944, 44.525833",Republican Stadium,,,544.0,14403.0,,Republican Stadium,33.2709
"34.00283, -4.968851",Fez Stadium,,,1701.0,45000.0,,Fez Stadium,173.25
"13.52725, 2.10897",Stade Général Seyni Kountché,,,1323.0,35000.0,,Stade Général Seyni Kountché,102.41
"13.52725, 2.108972",Stade Général Seyni Kountché,,,1323.0,35000.0,,Stade Général Seyni Kountché,102.41
"47.9, 106.916111",MFF Football Centre,,,132.0,3500.0,,MFF Football Centre,6.7375
"61.476667, 21.774444",Pori Stadium,Finland,Länsi-Suomi,465.0,12300.0,FI,Pori Stadium,28.413
"55.71372, 9.5562",Vejle Stadion,Denmark,Syddanmark,394.0,10418.0,DK,Vejle Stadion,24.0656
"45.246667, 19.842222",Karađorđe Stadium,RS,Autonomous Province of Vojvodina,547.0,14458.0,RS,Karađorđe Stadium,33.398
"21.029722, 105.833056",Hàng Đẫy Stadium,,,832.0,22000.0,,Hàng Đẫy Stadium,64.372
"49.852778, 24.013722",Army Sports Club Stadium,,,871.0,23040.0,,Army Sports Club Stadium,67.415
"48.908056, 24.69625",MCS Rukh,,,567.0,15000.0,,MCS Rukh,43.89
"51.214139, 4.243931",Freethiel Stadion,Belgium,Prov. Oost-Vlaanderen,502.0,13290.0,BE,Freethiel Stadion,30.6999
"-17.923889, 19.772778",Q2176317,,,19.0,500.0,,Q2176317,0.9625
"-0.278886, -78.546197",Estadio Gonzalo Pozo Ripalda,,,851.0,22500.0,,Estadio Gonzalo Pozo Ripalda,65.835
"43.6536, -79.5844",Rob Ford Stadium,,,83.0,2200.0,,Rob Ford Stadium,4.235
"32.878191, -6.90738",Complexe OCP,,,378.0,10000.0,,Complexe OCP,23.1
"9.54586111, -13.67291667",Stade du 28 Septembre,,,945.0,25000.0,,Stade du 28 Septembre,73.15
"-21.532222, -64.724444",Estadio IV Centenario,,,567.0,15000.0,,Estadio IV Centenario,43.89
"25.038011, 102.728745",Kunming Tuodong Sports Center,,,1512.0,40000.0,,Kunming Tuodong Sports Center,154
"5.983355555, 116.095544444",Likas Stadium,,,1323.0,35000.0,,Likas Stadium,102.41
"41.507222, 20.963333",Gradski stadion Kičevo,MK,Severna Makedonija,189.0,5000.0,MK,Gradski stadion Kičevo,11.55
"43.56511389, 39.75264722",Sochi Central Stadium,,,386.0,10200.0,,Sochi Central Stadium,23.562
"42.907901, 47.618587",Anji Arena,,,1134.0,30000.0,,Anji Arena,87.78
"-29.310975, 27.501339",Setsoto Stadium,,,756.0,20000.0,,Setsoto Stadium,58.52
"11.84341667, -15.59083333",Estádio 24 de Setembro,,,756.0,20000.0,,Estádio 24 de Setembro,58.52
"27.50398, 41.697589",Prince Abdulaziz bin Musa'ed Sports City,,,463.0,12250.0,,Prince Abdulaziz bin Musa'ed Sports City,28.2975
"52.124, 26.1284",Q4123576,,,119.0,3136.0,,Q4123576,6.0368
"41.096389, 44.648611",Alaverdi City Stadium,,,53.0,1400.0,,Alaverdi City Stadium,2.695
"45.0136, 34.0608",KT Sport Arena,,,123.0,3250.0,,KT Sport Arena,6.25625
"44.03110833, 43.06414167",Central Stadium,,,389.0,10300.0,,Central Stadium,23.793
"25.860278, 43.502222",Al-Hazem Club Stadium,,,113.0,3000.0,,Al-Hazem Club Stadium,5.775
"49.95, 18.611944",City Stadium Jastrzębie-Zdrój,Poland,Śląskie,567.0,15000.0,PL,City Stadium Jastrzębie-Zdrój,43.89
"40.457558333, -3.860286111",Estadio Cerro del Espino,Spain,Comunidad de Madrid,128.0,3376.0,ES,Estadio Cerro del Espino,6.4988
"-0.964041, -80.70293",Estadio Jocay,,,756.0,20000.0,,Estadio Jocay,58.52
"-40.583333, -73.131667",Estadio Rubén Marcos Peralta,,,408.0,10800.0,,Estadio Rubén Marcos Peralta,24.948
"-34.65771, -58.34443",Estadio de Los Inmigrantes,,,,,,Estadio de Los Inmigrantes,0
"16.618055555, -24.293611111",Estádio João de Deus Lopes da Silva,,,38.0,1000.0,,Estádio João de Deus Lopes da Silva,1.925
"-20.332778, -40.385278",Estádio Kléber Andrade,,,1701.0,45000.0,,Estádio Kléber Andrade,173.25
"37.95715, 58.330388",HTTU Stadium,,,,,,HTTU Stadium,0
"-39.83179, -73.214864",Q5847963,,,,,,Q5847963,0
"55.061667, -6.498333",Riada Stadium,,,8.0,218.0,,Riada Stadium,0.41965
"49.42055556, 26.99555556",Sport Complex Podillia,,,397.0,10500.0,,Sport Complex Podillia,24.255
"45.522, 20.5163",Stadion Mirko Vučurević,RS,Autonomous Province of Vojvodina,,,RS,Stadion Mirko Vučurević,0
"55.6493, 12.6016",Sundby Idrætspark,Denmark,Hovedstaden,,,DK,Sundby Idrætspark,0
"-8.278611, -35.973056",Lacerdão,,,1134.0,30000.0,,Lacerdão,87.78
"-5.351944, -49.138333",Estádio Municipal Zinho de Oliveira,,,170.0,4500.0,,Estádio Municipal Zinho de Oliveira,8.6625
"-30.006667, -51.173611",Estádio Passo D'Areia,,,302.0,8000.0,,Estádio Passo D'Areia,18.48
"38.448088888, -9.100397222",Estádio Vila Amália,,,108.0,2850.0,,Estádio Vila Amália,5.48625
"59.871461, 10.819172",Lambertseter Stadion,Norway,Oslo og Viken,76.0,2000.0,NO,Lambertseter Stadion,3.85
"42.155905, 24.72041",Maritsa Stadium,Bulgaria,Yuzhen tsentralen,,,BG,Maritsa Stadium,0
"51.4203, -0.0705",Crystal Palace Park,,,,,,Crystal Palace Park,0
"35.01831, 33.3961",Chalkanoras Stadium,Cyprus,Kýpros,113.0,3000.0,CY,Chalkanoras Stadium,5.775
"55.8457, -4.4035",New Ralston Park,,,,,,New Ralston Park,0
"55.8454, -4.4015",Old Ralston Park,,,,,,Old Ralston Park,0
"55.84930038, -4.4375",Underwood Park,,,,,,Underwood Park,0
"41.304516666, 1.996991666",Estadi Municipal la Bòbila,Spain,Cataluña,113.0,3000.0,ES,Estadi Municipal la Bòbila,5.775
"38.446916666, -9.100305555",Pavilhão Gimnodesportivo de Sesimbra,,,,,,Pavilhão Gimnodesportivo de Sesimbra,0
"38.44725, -9.100222222",Piscina Municipal de Sesimbra,,,,,,Piscina Municipal de Sesimbra,0
"51.419727833, -0.502067",Wheatsheaf Park,,,,,,Wheatsheaf Park,0
"14.60334, -61.0462",Stade Pierre-Aliker,France,Martinique,680.0,18000.0,FR,Stade Pierre-Aliker,52.668
"-15.7835, -47.899164",Estádio Nacional de Brasília,,,2643.0,69910.0,,Estádio Nacional de Brasília,269.154
"6.309, -10.80411111",Antoinette Tubman Stadium,,,378.0,10000.0,,Antoinette Tubman Stadium,23.1
"25.055569, -77.358736",Thomas Robinson Stadium,,,568.0,15023.0,,Thomas Robinson Stadium,43.9573
"-15.603056, -56.120556",Arena Pantaloneta,,,1624.0,42968.0,,Arena Pantaloneta,165.427
"20.577777777, -100.366388888",Corregidora Stadium,,,1345.0,35575.0,,Corregidora Stadium,104.092
"15.34927222, 38.92125556",Cicero Stadium,,,756.0,20000.0,,Cicero Stadium,58.52
"18.393333, -66.150833",Juan Ramón Loubriel Stadium,,,832.0,22000.0,,Juan Ramón Loubriel Stadium,64.372
"27.695052, 85.314835",Dasarath Rangasala Stadium,,,1134.0,30000.0,,Dasarath Rangasala Stadium,87.78
"12.58, -16.25875",Stade Aline Sitoe Diatta,,,378.0,10000.0,,Stade Aline Sitoe Diatta,23.1
"-12.946636, -38.417019",Estádio de Pituaçu,,,1216.0,32157.0,,Estádio de Pituaçu,94.0914
"-16.40729, -71.520203",Arequipa Stadium,,,1526.0,40370.0,,Arequipa Stadium,155.424
"40.995278, -5.665",Estadio El Helmántico,Spain,Castilla y León,655.0,17341.0,ES,Estadio El Helmántico,50.7398
"15.598392, 32.515603",Khartoum Stadium,,,1134.0,30000.0,,Khartoum Stadium,87.78
"16.821314, 96.186828",Thuwunna Stadium,,,1890.0,50000.0,,Thuwunna Stadium,192.5
"53.340922, -6.316619",Richmond Park,Ireland,Eastern and Midland,202.0,5340.0,IE,Richmond Park,12.3354
"32.866692, 35.31085",Doha Stadium,,,321.0,8500.0,,Doha Stadium,19.635
"-4.77777778, 11.86666667",Stade Municipal,,,514.0,13594.0,,Stade Municipal,31.4021
"-0.425, 117.0075",Aji Imbut Stadium,,,1323.0,35000.0,,Aji Imbut Stadium,102.41
"-17.796067, -63.183873",Estadio Ramón Tahuichi Aguilera,,,1330.0,35180.0,,Estadio Ramón Tahuichi Aguilera,102.937
"31.8103, 34.6483",Yud-Alef Stadium,,,295.0,7800.0,,Yud-Alef Stadium,18.018
"-33.006667, 27.905278",Buffalo City Stadium,,,605.0,16000.0,,Buffalo City Stadium,46.816
"53.205714, -6.102889",Carlisle Grounds,Ireland,Eastern and Midland,120.0,3185.0,IE,Carlisle Grounds,6.13112
"38.58590556, 68.76951111",Pamir Stadium,,,907.0,24000.0,,Pamir Stadium,70.224
"8.8875, -79.775556",Estadio Agustín Sánchez,,,378.0,10000.0,,Estadio Agustín Sánchez,23.1
"13.291612, -87.19339",Estadio Fausto Flores Lagos,,,208.0,5500.0,,Estadio Fausto Flores Lagos,12.705
"16.981944, -89.903889",Estadio Julián Tesucún,,,302.0,8000.0,,Estadio Julián Tesucún,18.48
"15.320833, -91.481667",Estadio Los Cuchumatanes,,,202.0,5340.0,,Estadio Los Cuchumatanes,12.3354
"15.786107, -86.785945",Estadio Nilmo Edwards,,,945.0,25000.0,,Estadio Nilmo Edwards,73.15
"15.786107, -86.785945",Estadio Nilmo Edwards,,,1210.0,32000.0,,Estadio Nilmo Edwards,73.15
"47.84069, 1.94169",Stade de la Source,France,Centre — Val de Loire,259.0,6863.0,FR,Stade de la Source,15.8535
"30.4055, -9.19372",Q3496063,,,302.0,8000.0,,Q3496063,18.48
"12.604444, -7.921667",Stade du 26 Mars,,,1890.0,50000.0,,Stade du 26 Mars,192.5
"42.86, 25.319722",Hristo Botev Stadium,Bulgaria,Severen tsentralen,529.0,14000.0,BG,Hristo Botev Stadium,32.34
"55.903, 37.459",Rodina Stadium,,,192.0,5083.0,,Rodina Stadium,11.7417
"50.602689, 36.579206",Salyut Stadium,,,454.0,12000.0,,Salyut Stadium,27.72
"56.849, 53.2316",Q4504243,,,586.0,15500.0,,Q4504243,45.353
"-7.1675, -34.872778",Almeidão,,,1512.0,40000.0,,Almeidão,154
"-19.43211, 29.79417",Ascot Stadium,,,,,,Ascot Stadium,0
"-6.910312, 107.619367",Siliwangi Stadium,,,945.0,25000.0,,Siliwangi Stadium,73.15
"48.275, 25.942",Bukovyna Stadium,,,454.0,12000.0,,Bukovyna Stadium,27.72
"-0.0775, 35.130556",Chemelil Sports Complex,,,189.0,5000.0,,Chemelil Sports Complex,11.55
"-13.97825, 33.758611",Civo Stadium,,,1512.0,40000.0,,Civo Stadium,154
"52.4389, -1.75724",Damson Park,,,115.0,3050.0,,Damson Park,5.87125
"52.4389, -1.75724",Damson Park,,,115.0,3050.0,,Damson Park,5.87125
"58.0083, -3.85764",Dudgeon Park,,,151.0,4000.0,,Dudgeon Park,7.7
"40.457558333, -3.860286111",Estadio Cerro del Espino,Spain,Comunidad de Madrid,128.0,3376.0,ES,Estadio Cerro del Espino,6.4988
"32.533180555, 35.155788888",HaShalom Stadium,,,219.0,5800.0,,HaShalom Stadium,13.398
"51.52323889, 0.0134",Hermit Road,,,,,,Hermit Road,0
"42.0005, -1.51817",Q5848381,Spain,Comunidad Foral de Navarra,76.0,2000.0,ES,Q5848381,3.85
"51.310444, -0.762306",Rushmoor Stadium,,,151.0,4000.0,,Rushmoor Stadium,7.7
"0.4161976, 9.4672676",Stade Augustin Monédan de Sibang,,,,,,Stade Augustin Monédan de Sibang,0
"43.61192, 1.48792",Stade Municipal de Balma,France,Midi-Pyrénées,,,FR,Stade Municipal de Balma,0
"5.46861, 10.4069",Stade Municipal de Bamendzi,,,,,,Stade Municipal de Bamendzi,0
"45.889722, 22.901389",Stadionul Cetate,Romania,Vest,151.0,4000.0,RO,Stadionul Cetate,7.7
"44.2481, 28.2575",Stadionul Iftimie Ilisei,Romania,Sud-Est,,,RO,Stadionul Iftimie Ilisei,0
"44.465711, 26.145267",Stadionul Juventus,Romania,Bucureşti-Ilfov,302.0,8000.0,RO,Stadionul Juventus,18.48
"50.700667, -2.445556",The Avenue Stadium,,,189.0,5009.0,,The Avenue Stadium,11.5708
"13.4833, 39.4667",Tigray Stadium,,,,,,Tigray Stadium,0
"43.7042, -79.6995",Victoria Park Stadium,,,,,,Victoria Park Stadium,0
"-3.818056, -38.449167",Estádio Antônio Cruz,,,151.0,4000.0,,Estádio Antônio Cruz,7.7
"-19.53888889, -40.63888889",Q9255419,,,454.0,12000.0,,Q9255419,27.72
"-20.85722222, -41.09861111",Q10277153,,,189.0,5000.0,,Q10277153,11.55
"31.915394, 34.775203",Ness Ziona Stadium,,,132.0,3500.0,,Ness Ziona Stadium,6.7375
"-15.82668, -47.97075",Q18476082,,,,,,Q18476082,0
"14.897611111, -24.495486111",Estádio 5 de Julho,,,38.0,1000.0,,Estádio 5 de Julho,1.925
"31.941111111, 5.343055555",Olympic Ouargla Stadium,,,680.0,18000.0,,Olympic Ouargla Stadium,52.668
"56.0095, -3.6116","Newtown Park, Bo'ness",,,,,,"Newtown Park, Bo'ness",0
"55.8056, -4.3838",Dunterlie Park,,,,,,Dunterlie Park,0
"43.424769444, -4.85605",Q23807408,Spain,Principado de Asturias,,,ES,Q23807408,0
"5.77472222, -55.1725",Eddy Blackman Stadion,,,,,,Eddy Blackman Stadion,0
"32.79702778, 35.52113889",Tiberias Municipal Stadium,,,,,,Tiberias Municipal Stadium,0
"0.1986, 32.5318",St. Mary's Stadium-Kitende,,,567.0,15000.0,,St. Mary's Stadium-Kitende,43.89
"44.85676, 0.50121",Stade de Campréal,France,Aquitaine,,,FR,Stade de Campréal,0
"-32.32277778, -58.0725",Estadio Parque Artigas,,,869.0,23000.0,,Estadio Parque Artigas,67.298
"46.67131, -1.44065",Stade Henri Desgrange,France,Pays de la Loire,378.0,10000.0,FR,Stade Henri Desgrange,23.1
"10.31944444, 9.83527778",Abubarkar Tafawa Balewa Stadium,,,945.0,25000.0,,Abubarkar Tafawa Balewa Stadium,73.15
"19.287286, -99.666794",Nemesio Díez Stadium,,,797.0,21091.0,,Nemesio Díez Stadium,61.7123
"53.189181, -2.923814",Deva Stadium,,,227.0,6000.0,,Deva Stadium,13.86
"19.405833333, -98.986944444",Estadio Neza 86,,,756.0,20000.0,,Estadio Neza 86,58.52
"41.96812, 21.452619",Cementarnica Stadium,MK,Severna Makedonija,76.0,2000.0,MK,Cementarnica Stadium,3.85
"-19.032322, -65.257912",Estadio Olímpico Patria,,,1160.0,30700.0,,Estadio Olímpico Patria,89.8282
"42.476389, 1.487667",Estadi Comunal d'Aixovall,,,38.0,1000.0,,Estadi Comunal d'Aixovall,1.925
"49.615630555, 6.109661111",Stade Josy Barthel,Luxembourg,Luxembourg,304.0,8054.0,LU,Stade Josy Barthel,18.6047
"49.615630555, 6.109661111",Stade Josy Barthel,Luxembourg,Luxembourg,304.0,8054.0,LU,Stade Josy Barthel,18.6047
"22.3371, 114.152",Sham Shui Po Sports Ground,,,83.0,2194.0,,Sham Shui Po Sports Ground,4.22345
"35.585895, 139.652731",Kawasaki Todoroki Stadium,,,945.0,25000.0,,Kawasaki Todoroki Stadium,73.15
"-17.78888889, 15.61388889",Q1334923,,,38.0,1000.0,,Q1334923,1.925
"12.131667, -86.285",Estadio Nacional de Managua,,,302.0,8000.0,,Estadio Nacional de Managua,18.48
"-16.499444, -68.122778",Estadio Hernando Siles,,,1436.0,38000.0,,Estadio Hernando Siles,111.188
"-2.178861, -79.894369",Estadio Modelo Alberto Spencer Herrera,,,1814.0,48000.0,,Estadio Modelo Alberto Spencer Herrera,184.8
"-22.031517, -47.901764",Estádio Luís Augusto de Oliveira,,,378.0,10000.0,,Estádio Luís Augusto de Oliveira,23.1
"8.479556, -13.249056",National Stadium,,,1701.0,45000.0,,National Stadium,173.25
"1.434591, 103.780788",Woodlands Stadium,,,163.0,4300.0,,Woodlands Stadium,8.2775
"-14.333611, -170.722222",Veterans Memorial Stadium,,,378.0,10000.0,,Veterans Memorial Stadium,23.1
"36.85187, 42.996154",Duhok Stadium,,,862.0,22800.0,,Duhok Stadium,66.7128
"46.468389, 30.748444",Spartak Stadium,,,181.0,4800.0,,Spartak Stadium,9.24
"47.120278, 37.515278",Zakhidnyi Stadium,,,121.0,3206.0,,Zakhidnyi Stadium,6.17155
"-22.59018056, 17.070725",Ramblers Stadium,,,38.0,1000.0,,Ramblers Stadium,1.925
"5.811475, -55.207308",Dr. Ir. Franklin Essed Stadion,,,132.0,3500.0,,Dr. Ir. Franklin Essed Stadion,6.7375
"50.902222, 34.799722",Yuvileiny Stadium,,,1134.0,30000.0,,Yuvileiny Stadium,87.78
"50.902222, 34.799722",Yuvileiny Stadium,,,1134.0,30000.0,,Yuvileiny Stadium,87.78
"50.902222, 34.799722",Yuvileiny Stadium,,,1134.0,30000.0,,Yuvileiny Stadium,87.78
"50.902222, 34.799722",Yuvileiny Stadium,,,1134.0,30000.0,,Yuvileiny Stadium,87.78
"50.408524, 4.456877",Stade de la Neuville,Belgium,Prov. Hainaut,460.0,12164.0,BE,Stade de la Neuville,28.0988
"48.435556, 35.005556",Stadium Meteor,,,922.0,24381.0,,Stadium Meteor,71.3388
"48.435556, 35.005556",Stadium Meteor,,,922.0,24381.0,,Stadium Meteor,71.3388
"11.90638889, -86.20722222",Estadio Olímpico de San Marcos,,,113.0,3000.0,,Estadio Olímpico de San Marcos,5.775
"8.8875, -79.775556",Estadio Agustín Sánchez,,,378.0,10000.0,,Estadio Agustín Sánchez,23.1
"1.310016, 103.860347",Jalan Besar Stadium,,,302.0,8000.0,,Jalan Besar Stadium,18.48
"3.814722222, 103.323888888",Darul Makmur Stadium,,,1512.0,40000.0,,Darul Makmur Stadium,154
"45.804722, 15.960833",Stadion Kranjčevićeva,Croatia,Grad Zagreb,335.0,8850.0,HR,Stadion Kranjčevićeva,20.4435
"35.21361111, 33.33777778",Nicosia Atatürk Stadium,Cyprus,Kýpros,1058.0,28000.0,CY,Nicosia Atatürk Stadium,81.928
"40.154605, 44.475231",Alashkert Stadium,,,257.0,6800.0,,Alashkert Stadium,15.708
"40.154605, 44.475231",Alashkert Stadium,,,257.0,6800.0,,Alashkert Stadium,15.708
"40.154605, 44.475231",Alashkert Stadium,,,257.0,6800.0,,Alashkert Stadium,15.708
"35.2061, 32.9947",Zafer Stadium,Cyprus,Kýpros,265.0,7000.0,CY,Zafer Stadium,16.17
"34.843, 5.75415",Complexe Sportif d'El Alia,,,1134.0,30000.0,,Complexe Sportif d'El Alia,87.78
"40.785833, 43.833333",Gyumri City Stadium,,,104.0,2761.0,,Gyumri City Stadium,5.31492
"47.026665, 28.8191128",Dinamo Stadium,,,109.0,2888.0,,Dinamo Stadium,5.5594
"60.18583333, 24.92472222",Töölö ball field,Finland,Helsinki-Uusimaa,,,FI,Töölö ball field,0
"-27.498611, -55.852222",Comandante Andrés Guacurarí Stadium,,,567.0,15000.0,,Comandante Andrés Guacurarí Stadium,43.89
"13.573914, 44.024739",Al-Shohada'a Stadium,,,,,,Al-Shohada'a Stadium,0
"18.223043, 42.490069",Prince Mohammed bin Abdul Aziz Stadium,,,945.0,25000.0,,Prince Mohammed bin Abdul Aziz Stadium,73.15
"47.9349, 37.7456",Kirsha Training Centre,,,,,,Kirsha Training Centre,0
"42.32222222, 23.55916667",Iskar Stadium,Bulgaria,Yugozapaden,,,BG,Iskar Stadium,0
"44.6026, 33.542",Sevastopol Sports Complex,,,222.0,5864.0,,Sevastopol Sports Complex,13.5458
"59.1328, 10.1905",Storstadion,Norway,Agder og Sør-Østlandet,265.0,7000.0,NO,Storstadion,16.17
"-22.841369, -43.266747",Estádio da Rua Bariri,,,416.0,11000.0,,Estádio da Rua Bariri,25.41
"40.43694444, 49.95388889",Ismat Gayibov Stadium,,,189.0,5000.0,,Ismat Gayibov Stadium,11.55
"-26.316667, -48.833611",Arena Joinville,,,847.0,22400.0,,Arena Joinville,65.5424
"39.368056, 49.245556",Nariman Narimanov Stadium,,,76.0,2000.0,,Nariman Narimanov Stadium,3.85
"14.548164, 49.121616",Baradem Mukalla Stadium,,,,,,Baradem Mukalla Stadium,0
"54.6516, -5.68447",Clandeboye Park,,,,,,Clandeboye Park,0
"50.322083, 30.568333",Dynamo Training Center in Koncha-Zaspa,,,28.0,750.0,,Dynamo Training Center in Koncha-Zaspa,1.44375
"50.322083, 30.568333",Dynamo Training Center in Koncha-Zaspa,,,45.0,1200.0,,Dynamo Training Center in Koncha-Zaspa,1.44375
"-17.805378, -63.16573",Estadio Juan Carlos Durán,,,945.0,25000.0,,Estadio Juan Carlos Durán,73.15
"-31.26362, -61.49721",Estadio Parque Barrio Ilolay,,,455.0,12038.0,,Estadio Parque Barrio Ilolay,27.8078
"40.8419, -8.4703",Estádio Carlos Osório,Portugal,Norte,66.0,1750.0,PT,Estádio Carlos Osório,3.36875
"16.8825, -24.985277777",Estádio Municipal Adérito Sena,,,189.0,5000.0,,Estádio Municipal Adérito Sena,11.55
"41.7428, 22.1906",Gradski stadion Štip,MK,Severna Makedonija,151.0,4000.0,MK,Gradski stadion Štip,7.7
"-37.724167, 144.818889",Green Gully Reserve,,,378.0,10000.0,,Green Gully Reserve,23.1
"-25.3051282, -57.5981715",Estadio Jardines del Kelito,,,189.0,5000.0,,Estadio Jardines del Kelito,11.55
"-34.5381, -58.5257",Estadio Libertarios Unidos,,,321.0,8500.0,,Estadio Libertarios Unidos,19.635
"30.339444, 48.292222",Takhti Stadium (Abadan),,,832.0,22000.0,,Takhti Stadium (Abadan),64.372
"36.3007, 59.59036389",Takhti Stadium (Mashhad),,,567.0,15000.0,,Takhti Stadium (Mashhad),43.89
"40.797222, 44.493889",Lori Stadium,,,189.0,5000.0,,Lori Stadium,11.55
"7.1325, 3.35527778",MKO Abiola Stadium,,,1323.0,35000.0,,MKO Abiola Stadium,102.41
"-28.743392, 32.055874",Richards Bay Stadium,,,302.0,8000.0,,Richards Bay Stadium,18.48
"45.420694, 28.026944",Stadionul Siderurgistul,Romania,Sud-Est,,,RO,Stadionul Siderurgistul,0
"52.932, -4.1204",Y Traeth,,,76.0,2000.0,,Y Traeth,3.85
"49.0042, 33.6481",Yunist Stadium,,,95.0,2500.0,,Yunist Stadium,4.8125
"50.2461, 28.6689",Central Stadium (Zhytomyr),,,829.0,21928.0,,Central Stadium (Zhytomyr),64.1613
"51.409444, 21.171389",Stadion RKS Radomiak,Poland,Mazowiecki regionalny,378.0,10000.0,PL,Stadion RKS Radomiak,23.1
"43.21, -2.77694444",Q10489207,Spain,País Vasco,189.0,5000.0,ES,Q10489207,11.55
"34.810639, 137.722389",Honda Miyakoda Soccer Stadium,,,151.0,4000.0,,Honda Miyakoda Soccer Stadium,7.7
"-41.320278, 174.7825",Newtown Park,,,189.0,5000.0,,Newtown Park,11.55
"49.5825, 34.577",Lokomotiv Stadium,,,,,,Lokomotiv Stadium,0
"39.855, 44.689166666",Ayg Stadium,,,48.0,1280.0,,Ayg Stadium,2.464
"39.855, 44.68916667",Ayg Stadium,,,48.0,1280.0,,Ayg Stadium,2.464
"39.855, 44.689166666",Ayg Stadium,,,50.0,1320.0,,Ayg Stadium,2.464
"39.855, 44.68916667",Ayg Stadium,,,50.0,1320.0,,Ayg Stadium,2.464
"49.77271, 4.72942",Petit-Bois Stadium,France,Champagne-Ardenne,113.0,3000.0,FR,Petit-Bois Stadium,5.775
"40.1589, 44.2908",Vagharshapat City Stadium,,,113.0,3000.0,,Vagharshapat City Stadium,5.775
"40.1647, 44.0453",Armavir City Stadium,,,378.0,10000.0,,Armavir City Stadium,23.1
"41.1725, 44.9981",Noyemberyan City Stadium,,,,,,Noyemberyan City Stadium,0
"39.9556, 44.5442",Artashat City Stadium,,,170.0,4500.0,,Artashat City Stadium,8.6625
"35.062017, 33.532715",Othellos Athienou Stadium,Cyprus,Kýpros,,,CY,Othellos Athienou Stadium,0
"14.897611111, -24.495486111",Estádio 5 de Julho,,,38.0,1000.0,,Estádio 5 de Julho,1.925
"55.9602, -3.1974",Royal Gymnasium Ground,,,1512.0,40000.0,,Royal Gymnasium Ground,154
"47.56237778, 34.39263611",Elektrometalurh Stadium,,,,,,Elektrometalurh Stadium,0
"47.56237778, 34.39263611",Elektrometalurh Stadium,,,,,,Elektrometalurh Stadium,0
"11.19069444, -74.19916667",Estadio Sierra Nevada,,,680.0,18000.0,,Estadio Sierra Nevada,52.668
